trade_id,timestamp,symbol,quantity,price,buyer_id,seller_id,trade_status
TRD002030,2024-01-15T17:05:20.000Z,INVALID_SYM,6489,462.68,BUY2,SEL20,EXECUTED
TRD002030,2024-01-15T17:05:20.000Z,INVALID_SYM,6489,462.68,BUY2,SEL20,EXECUTED
TRD002031,1705345441,AAPL,4384,282.89,BUY45,SEL14,EXECUTED
TRD002032,2024-01-15T17:27:14.000Z,TSLA,4487,223.96,BUY7,SEL3,EXECUTED
TRD002033,1/15/2024 12:32:51,AAPL,8815,364.32,BUY8,SEL20,EXECUTED
TRD002034,1705348435,GOOGL,,,BUY14,SEL25,EXECUTED
TRD002035,1705345928,GOOGL,9064,116.26999999,BUY11,SEL36,EXECUTED
TRD002036,2024-01-15T19:34:00.000Z,META,5497,366.86,BUY8,SEL23,EXECUTED
TRD002037,2024-01-15T18:45:02.000Z,AAPL,9841,57.56,BUY47,SEL33,EXECUTED
TRD002038,2024-01-15T18:10:46.000Z,AMZN,1612,369.37999999,BUY34,SEL1,EXECUTED
TRD002039,1/15/2024 11:54:32,BAC,715,371.07,BUY19,SEL17,EXECUTED
TRD002040,2024-01-15T17:10:32.000Z,AAPL,7535,398.85999999,BUY46,SEL42,EXECUTED
TRD002041,1705337985,TSLA,9681,358.80,BUY35,SEL5,EXECUTED
TRD002042,1/15/2024 10:48:5,MSFT,1402,111.88,BUY12,SEL42,EXECUTED
TRD002043,1/15/2024 12:26:39,AMZN,2244,467.60,BUY37,SEL9,EXECUTED
TRD002044,1/15/2024 15:42:3,NVDA,1504,97.33,BUY9,SEL33,EXECUTED
TRD002045,2024-01-15T19:31:03.000Z,NVDA,9588,475.76999999,BUY28,SEL7,EXECUTED
TRD002046,2024-01-15T14:23:55.000Z,AAPL,6058,106.36,BUY15,SEL5,EXECUTED
TRD002047,2024-01-15T16:09:10.000Z,INVALID_SYM,1166,315.76999999,BUY11,SEL27,EXECUTED
TRD002048,1/15/2024 11:14:7,JPM,1989,268.39,BUY6,SEL20,EXECUTED
TRD002049,1705328736,JPM,8743,468.04,BUY36,SEL38,EXECUTED
TRD002050,2024-01-15T20:22:38.000Z,INVALID_SYM,4648,252.41,BUY12,SEL3,EXECUTED
TRD002051,2024-01-15T15:38:13.000Z,INVALID_SYM,4353,280.55,BUY34,SEL2,EXECUTED
TRD002052,2024-01-15T18:58:19.000Z,JPM,8958,176.65,BUY27,SEL38,EXECUTED
TRD002053,2024-01-15T19:07:52.000Z,NVDA,2542,410.54,BUY34,SEL35,EXECUTED
TRD002054,2024-01-15T14:44:17.000Z,GOOGL,2001,449.56999999,BUY1,SEL42,EXECUTED
TRD002055,2024-01-15T19:55:20.000Z,TSLA,4407,341.61,BUY43,SEL39,EXECUTED
TRD002056,2024-01-15T16:48:39.000Z,NVDA,1792,177.37,BUY48,SEL17,EXECUTED
TRD002057,1705336524,INVALID_SYM,8949,291.02,BUY36,SEL19,EXECUTED
TRD002057,1705336524,INVALID_SYM,8949,291.02,BUY36,SEL19,EXECUTED
TRD002058,2024-01-15T15:12:07.000Z,INVALID_SYM,279,310.48,BUY12,SEL12,CANCELLED
TRD002059,2024-01-15T20:48:44.000Z,META,7577,65.04,BUY13,SEL14,EXECUTED
TRD002060,1705338928,TSLA,719,498.17,BUY3,SEL34,EXECUTED
TRD002060,1705338928,TSLA,719,498.17,BUY3,SEL34,EXECUTED
TRD002061,2024-01-15T20:18:59.000Z,TSLA,3129,519.54,BUY26,SEL26,EXECUTED
TRD002062,2024-01-15T15:54:43.000Z,AAPL,3986,227.35,BUY31,SEL24,EXECUTED
TRD002063,1705327891,NVDA,2695,444.35,BUY39,SEL2,CANCELLED
TRD002064,2024-01-15T15:55:01.000Z,META,4587,321.84,BUY49,SEL15,EXECUTED
TRD002065,2024-01-15T18:18:16.000Z,NVDA,734,,BUY9,SEL14,EXECUTED
TRD002066,1705349233,NVDA,9640,65.56,BUY36,SEL2,EXECUTED
TRD002067,2024-01-15T20:19:01.000Z,META,4473,72.03,BUY46,SEL15,EXECUTED
TRD002068,2024-01-15T14:55:07.000Z,NVDA,6921,252.19,BUY17,SEL37,EXECUTED
TRD002069,2024-01-15T18:35:41.000Z,META,7646,491.17,BUY45,SEL8,EXECUTED
TRD002070,2024-01-15T19:33:06.000Z,META,6596,549.13,BUY29,SEL32,EXECUTED
TRD002070,2024-01-15T19:33:06.000Z,META,6596,549.13,BUY29,SEL32,EXECUTED
TRD002071,2024-01-15T17:46:35.000Z,AAPL,6228,156.49,BUY48,SEL8,EXECUTED
TRD002071,2024-01-15T17:46:35.000Z,AAPL,6228,156.49,BUY48,SEL8,EXECUTED
TRD002072,2024-01-15T16:13:37.000Z,BAC,1516,394.84999998999996,BUY13,SEL46,EXECUTED
TRD002073,1/15/2024 13:25:12,AAPL,8239,155.12,BUY28,SEL25,CANCELLED
TRD002074,2024-01-15T15:55:45.000Z,TSLA,3791,240.40,BUY16,SEL35,EXECUTED
TRD002075,2024-01-15T19:28:44.000Z,MSFT,4848,52.68,BUY23,SEL35,EXECUTED
TRD002076,2024-01-15T15:42:54.000Z,INVALID_SYM,2413,115.28,BUY31,SEL22,EXECUTED
TRD002077,1/15/2024 15:38:10,AMZN,5185,388.63,BUY35,SEL44,CANCELLED
TRD002078,1705348450,AMZN,4308,518.28,BUY29,SEL19,CANCELLED
TRD002079,2024-01-15T19:58:37.000Z,META,2044,216.69,BUY30,SEL10,EXECUTED
TRD002080,1705330769,MSFT,2306,194.17,BUY44,SEL46,EXECUTED
TRD002081,1705327767,JPM,1122,435.97,BUY31,SEL44,EXECUTED
TRD002082,2024-01-15T14:57:41.000Z,JPM,4925,108.63,BUY32,SEL5,CANCELLED
TRD002083,2024-01-15T14:32:46.000Z,TSLA,2249,308.78999998999996,BUY49,SEL20,CANCELLED
TRD002084,2024-01-15T16:07:36.000Z,GOOGL,935,157.07,BUY5,SEL24,EXECUTED
TRD002084,2024-01-15T16:07:36.000Z,GOOGL,935,157.07,BUY5,SEL24,EXECUTED
TRD002085,2024-01-15T16:14:08.000Z,BAC,5557,146.39,BUY47,SEL35,EXECUTED
TRD002086,1/15/2024 14:42:48,META,4576,488.17,BUY37,SEL27,EXECUTED
TRD002087,1/15/2024 14:3:17,INVALID_SYM,8171,349.52,BUY43,SEL5,EXECUTED
TRD002088,1/15/2024 11:16:25,MSFT,1503,255.55,BUY17,SEL30,EXECUTED
TRD002088,1/15/2024 11:16:25,MSFT,1503,255.55,BUY17,SEL30,EXECUTED
TRD002089,1705345965,TSLA,4074,502.48,BUY14,SEL37,EXECUTED
TRD002090,1/15/2024 15:41:33,AAPL,3068,245.98,BUY1,SEL2,EXECUTED
TRD002091,1/15/2024 15:32:57,AMZN,1103,349.11,BUY29,SEL45,EXECUTED
TRD002092,2024-01-15T16:02:04.000Z,AMZN,5034,289.53,BUY30,SEL17,EXECUTED
TRD002093,2024-01-15T17:34:01.000Z,MSFT,3967,427.67,BUY5,SEL5,CANCELLED
TRD002094,2024-01-15T17:08:08.000Z,NVDA,7010,285.76,BUY43,SEL2,EXECUTED
TRD002094,2024-01-15T17:08:08.000Z,NVDA,7010,285.76,BUY43,SEL2,EXECUTED
TRD002095,1/15/2024 12:36:22,META,5442,423.47,BUY13,SEL31,CANCELLED
TRD002096,1/15/2024 10:4:55,TSLA,3595,53.92,BUY3,SEL29,EXECUTED
TRD002097,1/15/2024 10:46:9,AAPL,7498,214.68999999000002,BUY47,SEL50,CANCELLED
TRD002098,2024-01-15T16:01:45.000Z,AAPL,2914,376.59,BUY41,SEL31,EXECUTED
TRD002099,1705342661,NVDA,2450,527.33,BUY46,SEL6,EXECUTED
TRD002100,2024-01-15T16:07:33.000Z,INVALID_SYM,5453,150.08,BUY10,SEL7,EXECUTED
TRD002101,1705348201,TSLA,2638,84.18,BUY4,SEL9,EXECUTED
TRD002102,2024-01-15T14:12:08.000Z,BAC,10002,410.60,BUY8,SEL3,EXECUTED
TRD002103,1705333288,JPM,6316,175.96999999000002,BUY31,SEL37,EXECUTED
TRD002104,2024-01-15T15:30:37.000Z,GOOGL,8440,59.32,BUY28,SEL42,CANCELLED
TRD002105,1/15/2024 12:25:46,GOOGL,3729,130.50999999,BUY14,SEL43,CANCELLED
TRD002106,1705328446,NVDA,9925,452.90,BUY13,SEL27,CANCELLED
TRD002107,2024-01-15T16:27:22.000Z,BAC,2165,515.08,BUY43,SEL1,EXECUTED
TRD002108,2024-01-15T16:36:56.000Z,AMZN,5511,225.51999999,BUY31,SEL29,EXECUTED
TRD002109,2024-01-15T15:11:33.000Z,META,6079,540.42,BUY32,SEL22,EXECUTED
TRD002110,2024-01-15T20:01:52.000Z,JPM,3361,55.82,BUY14,SEL15,EXECUTED
TRD002111,2024-01-15T17:12:02.000Z,META,7405,402.51,BUY47,SEL42,CANCELLED
TRD002112,1705351963,GOOGL,4830,207.77,BUY41,SEL31,EXECUTED
TRD002113,1705349089,META,8610,439.40,BUY27,SEL42,EXECUTED
TRD002114,2024-01-15T19:39:40.000Z,INVALID_SYM,8462,268.20,BUY29,SEL16,CANCELLED
TRD002115,1/15/2024 11:34:54,GOOGL,8631,53.01,BUY6,SEL31,EXECUTED
TRD002115,1/15/2024 11:34:54,GOOGL,8631,53.01,BUY6,SEL31,EXECUTED
TRD002116,1/15/2024 10:15:42,NVDA,8839,439.06,BUY50,SEL44,EXECUTED
TRD002117,2024-01-15T15:40:00.000Z,BAC,3547,512.41,BUY13,SEL16,EXECUTED
TRD002118,1/15/2024 15:18:37,MSFT,4673,509.98999999,BUY43,SEL43,EXECUTED
TRD002119,2024-01-15T16:33:15.000Z,META,3479,265.64,BUY34,SEL47,CANCELLED
TRD002120,1/15/2024 9:0:49,BAC,2685,67.25999999,BUY31,SEL10,EXECUTED
TRD002121,2024-01-15T20:09:53.000Z,BAC,8514,457.75,BUY21,SEL49,CANCELLED
TRD002122,2024-01-15T16:57:59.000Z,INVALID_SYM,7823,372.06,BUY18,SEL38,EXECUTED
TRD002123,2024-01-15T20:42:01.000Z,GOOGL,1519,77.63,BUY46,SEL8,EXECUTED
TRD002124,2024-01-15T17:18:57.000Z,JPM,9766,147.32,BUY48,SEL26,EXECUTED
TRD002125,2024-01-15T16:31:57.000Z,INVALID_SYM,9303,223.94,BUY13,SEL27,CANCELLED
TRD002126,2024-01-15T20:51:15.000Z,BAC,795,266.50,BUY24,SEL22,EXECUTED
TRD002127,1705328317,INVALID_SYM,352,533.40,BUY10,SEL5,CANCELLED
TRD002127,1705328317,INVALID_SYM,352,533.40,BUY10,SEL5,CANCELLED
TRD002128,1/15/2024 14:29:10,TSLA,9811,313.35,BUY36,SEL49,EXECUTED
TRD002129,2024-01-15T18:40:15.000Z,AMZN,9791,167.94,BUY4,SEL37,EXECUTED
TRD002130,1705345323,AMZN,8756,94.07,BUY15,SEL28,EXECUTED
TRD002131,1705345973,BAC,7783,165.38,BUY48,SEL26,EXECUTED
TRD002132,2024-01-15T15:46:20.000Z,NVDA,5197,95.81999999,BUY28,SEL6,EXECUTED
TRD002132,2024-01-15T15:46:20.000Z,NVDA,5197,95.81999999,BUY28,SEL6,EXECUTED
TRD002133,2024-01-15T18:10:20.000Z,AMZN,688,187.35,BUY9,SEL20,EXECUTED
TRD002134,2024-01-15T19:23:09.000Z,AAPL,3514,157.07,BUY2,SEL9,EXECUTED
TRD002135,2024-01-15T19:06:46.000Z,BAC,6420,298.60,BUY33,SEL30,EXECUTED
TRD002136,2024-01-15T19:52:32.000Z,TSLA,822,389.60,BUY6,SEL19,EXECUTED
TRD002137,2024-01-15T15:41:18.000Z,JPM,6828,194.26,BUY2,SEL27,CANCELLED
TRD002138,2024-01-15T19:31:47.000Z,JPM,4384,101.13,BUY46,SEL22,EXECUTED
TRD002139,2024-01-15T16:59:30.000Z,INVALID_SYM,7738,343.11,BUY34,SEL15,EXECUTED
TRD002140,2024-01-15T16:24:08.000Z,BAC,4311,116.39,BUY4,SEL47,EXECUTED
TRD002140,2024-01-15T16:24:08.000Z,BAC,4311,116.39,BUY4,SEL47,EXECUTED
TRD002141,2024-01-15T20:39:07.000Z,JPM,1514,234.69999999,BUY28,SEL40,EXECUTED
TRD002142,2024-01-15T19:50:13.000Z,AMZN,2241,92.56,BUY18,SEL17,EXECUTED
TRD002143,2024-01-15T17:36:36.000Z,AAPL,9001,549.12,BUY36,SEL12,CANCELLED
TRD002144,1705330794,AAPL,9916,317.41,BUY23,SEL37,CANCELLED
TRD002145,2024-01-15T15:20:19.000Z,JPM,9113,56.46,BUY28,SEL23,EXECUTED
TRD002146,1/15/2024 12:9:34,JPM,8575,436.64,BUY44,SEL47,EXECUTED
TRD002147,1/15/2024 14:33:20,AMZN,6377,263.69,BUY33,SEL31,EXECUTED
TRD002148,2024-01-15T17:37:26.000Z,META,2314,469.84,BUY25,SEL42,EXECUTED
TRD002149,2024-01-15T14:31:52.000Z,AAPL,8488,451.46999998999996,BUY1,SEL11,EXECUTED
TRD002150,2024-01-15T18:25:02.000Z,META,4924,178.72,BUY9,SEL39,EXECUTED
TRD002151,1705341356,GOOGL,9396,478.28999998999996,BUY50,SEL24,EXECUTED
TRD002152,1/15/2024 10:48:41,AAPL,9009,286.83,BUY15,SEL34,EXECUTED
TRD002153,2024-01-15T17:19:20.000Z,NVDA,2563,316.43,BUY17,SEL48,CANCELLED
TRD002154,2024-01-15T20:18:58.000Z,NVDA,5302,106.40,BUY10,SEL17,EXECUTED
TRD002155,1705352322,GOOGL,,549.85,BUY1,SEL4,EXECUTED
TRD002156,2024-01-15T18:08:51.000Z,MSFT,7249,203.25999999,BUY44,SEL50,EXECUTED
TRD002157,2024-01-15T16:40:57.000Z,AMZN,9999,96.79,BUY24,SEL19,EXECUTED
TRD002158,2024-01-15T15:25:37.000Z,AMZN,3624,541.33,BUY12,SEL9,CANCELLED
TRD002159,1/15/2024 12:35:20,TSLA,5715,297.50999999,BUY3,SEL40,CANCELLED
TRD002160,2024-01-15T20:39:59.000Z,AAPL,3542,342.97,BUY10,SEL36,EXECUTED
TRD002161,1/15/2024 13:18:42,JPM,6878,125.51,BUY6,SEL49,EXECUTED
TRD002162,1705347420,META,5045,524.48,BUY28,SEL16,EXECUTED
TRD002163,2024-01-15T17:36:45.000Z,JPM,3311,112.47,BUY27,SEL28,EXECUTED
TRD002164,2024-01-15T20:00:48.000Z,NVDA,2004,160.97,BUY39,SEL19,EXECUTED
TRD002165,1/15/2024 13:43:54,NVDA,1563,58.95,BUY29,SEL18,EXECUTED
TRD002165,1/15/2024 13:43:54,NVDA,1563,58.95,BUY29,SEL18,EXECUTED
TRD002166,2024-01-15T18:28:55.000Z,AMZN,4262,243.99,BUY46,SEL43,EXECUTED
TRD002167,1/15/2024 9:5:31,TSLA,9167,203.34,BUY50,SEL25,EXECUTED
TRD002168,2024-01-15T16:42:59.000Z,TSLA,2297,275.38,BUY16,SEL46,EXECUTED
TRD002169,2024-01-15T17:21:15.000Z,INVALID_SYM,695,327.81,BUY16,SEL25,EXECUTED
TRD002170,1/15/2024 13:48:56,AMZN,7257,55.96,BUY8,SEL2,EXECUTED
TRD002170,1/15/2024 13:48:56,AMZN,7257,55.96,BUY8,SEL2,EXECUTED
TRD002171,2024-01-15T18:42:42.000Z,JPM,4190,247.99,BUY33,SEL48,EXECUTED
TRD002172,1/15/2024 11:33:28,TSLA,3073,70.07,BUY34,SEL1,EXECUTED
TRD002173,1705340169,GOOGL,2327,462.56,BUY43,SEL45,EXECUTED
TRD002174,1/15/2024 15:25:10,INVALID_SYM,1386,148.33,BUY48,SEL7,EXECUTED
TRD002175,2024-01-15T17:19:35.000Z,AMZN,2985,477.58999998999997,BUY29,SEL41,EXECUTED
TRD002175,2024-01-15T17:19:35.000Z,AMZN,2985,477.58999998999997,BUY29,SEL41,EXECUTED
TRD002176,2024-01-15T14:33:29.000Z,JPM,8040,77.04,BUY31,SEL6,EXECUTED
TRD002177,2024-01-15T15:45:01.000Z,TSLA,8361,389.16,BUY14,SEL11,EXECUTED
TRD002178,1705347339,JPM,5254,210.86999999000003,BUY34,SEL16,EXECUTED
TRD002179,2024-01-15T15:03:12.000Z,MSFT,499,72.50,BUY43,SEL25,EXECUTED
TRD002180,2024-01-15T19:37:56.000Z,NVDA,8212,168.65,BUY24,SEL11,EXECUTED
TRD002181,2024-01-15T17:58:53.000Z,AAPL,2548,51.95,BUY9,SEL24,EXECUTED
TRD002182,1705340329,JPM,4879,414.42,BUY10,SEL39,CANCELLED
TRD002183,2024-01-15T20:02:22.000Z,MSFT,2909,245.97999999,BUY13,SEL11,EXECUTED
TRD002184,2024-01-15T20:42:53.000Z,MSFT,3272,378.20,BUY39,SEL49,EXECUTED
TRD002185,1/15/2024 11:37:26,NVDA,7855,84.72,BUY4,SEL16,EXECUTED
TRD002186,1705329594,JPM,3193,72.03,BUY20,SEL41,EXECUTED
TRD002187,1705333724,MSFT,509,90.63,BUY35,SEL36,CANCELLED
TRD002187,1705333724,MSFT,509,90.63,BUY35,SEL36,CANCELLED
TRD002188,1/15/2024 15:35:11,NVDA,10027,534.23,BUY6,SEL2,EXECUTED
TRD002189,2024-01-15T20:34:17.000Z,BAC,2009,396.43,BUY35,SEL41,CANCELLED
TRD002190,2024-01-15T19:41:49.000Z,AAPL,6893,497.88,BUY9,SEL31,EXECUTED
TRD002191,1/15/2024 15:21:39,INVALID_SYM,2236,547.67,BUY2,SEL15,EXECUTED
TRD002192,2024-01-15T17:19:45.000Z,META,2040,,BUY42,SEL33,EXECUTED
TRD002193,1705351677,META,625,192.55,BUY14,SEL34,EXECUTED
TRD002194,2024-01-15T16:46:55.000Z,INVALID_SYM,4027,109.75,BUY22,SEL17,EXECUTED
TRD002195,1/15/2024 12:50:9,JPM,472,206.25,BUY20,SEL12,EXECUTED
TRD002196,2024-01-15T16:32:23.000Z,GOOGL,7343,267.45,BUY37,SEL25,EXECUTED
TRD002197,2024-01-15T14:05:33.000Z,GOOGL,6859,327.26,BUY13,SEL44,EXECUTED
TRD002198,2024-01-15T20:57:55.000Z,AMZN,2492,489.12,BUY48,SEL28,EXECUTED
TRD002199,1705338986,MSFT,3505,449.94,BUY46,SEL2,CANCELLED
TRD002200,2024-01-15T20:38:30.000Z,AAPL,1068,246.56,BUY41,SEL41,EXECUTED
TRD002201,1705327379,GOOGL,5158,426.42,BUY16,SEL3,EXECUTED
TRD002202,2024-01-15T19:42:32.000Z,MSFT,2253,103.65,BUY24,SEL18,EXECUTED
TRD002202,2024-01-15T19:42:32.000Z,MSFT,2253,103.65,BUY24,SEL18,EXECUTED
TRD002203,1705345605,BAC,1504,158.01,BUY49,SEL23,CANCELLED
TRD002203,1705345605,BAC,1504,158.01,BUY49,SEL23,CANCELLED
TRD002204,2024-01-15T16:43:13.000Z,GOOGL,2798,275.31,BUY46,SEL28,EXECUTED
TRD002205,2024-01-15T20:28:02.000Z,META,7368,111.41999999,BUY45,SEL38,EXECUTED
TRD002206,2024-01-15T19:00:07.000Z,BAC,6151,210.48,BUY20,SEL24,EXECUTED
TRD002207,2024-01-15T19:40:36.000Z,AMZN,2914,93.34,BUY8,SEL19,EXECUTED
TRD002208,2024-01-15T15:10:07.000Z,TSLA,9058,243.13,BUY41,SEL24,EXECUTED
TRD002209,2024-01-15T15:31:04.000Z,GOOGL,7883,307.48,BUY19,SEL12,EXECUTED
TRD002210,2024-01-15T14:49:12.000Z,AAPL,4596,368.55,BUY11,SEL49,EXECUTED
TRD002210,2024-01-15T14:49:12.000Z,AAPL,4596,368.55,BUY11,SEL49,EXECUTED
TRD002211,2024-01-15T17:09:43.000Z,AAPL,1146,161.80,BUY9,SEL35,EXECUTED
TRD002212,2024-01-15T20:15:27.000Z,BAC,3730,,BUY45,SEL11,EXECUTED
TRD002213,1705349325,JPM,9489,161.50,BUY10,SEL35,EXECUTED
TRD002213,1705349325,JPM,9489,161.50,BUY10,SEL35,EXECUTED
TRD002214,1/15/2024 13:7:34,INVALID_SYM,2890,262.26,BUY12,SEL42,EXECUTED
TRD002215,1705334877,TSLA,3481,188.67,BUY43,SEL3,EXECUTED
TRD002216,1/15/2024 15:35:28,TSLA,8020,408.29,BUY10,SEL2,CANCELLED
TRD002217,2024-01-15T18:30:58.000Z,AMZN,3706,80.47,BUY48,SEL10,EXECUTED
TRD002218,2024-01-15T18:23:32.000Z,META,7872,267.65,BUY48,SEL26,EXECUTED
TRD002219,2024-01-15T20:52:33.000Z,NVDA,7081,447.41,BUY32,SEL25,EXECUTED
TRD002220,2024-01-15T16:32:45.000Z,BAC,2422,101.72,BUY20,SEL44,EXECUTED
TRD002221,1705340019,GOOGL,8772,520.74,BUY34,SEL44,EXECUTED
TRD002222,2024-01-15T14:05:11.000Z,TSLA,7525,544.36,BUY26,SEL31,CANCELLED
TRD002223,1705332417,AMZN,4512,426.05,BUY47,SEL41,EXECUTED
TRD002224,2024-01-15T14:58:50.000Z,AAPL,3449,192.86,BUY3,SEL15,EXECUTED
TRD002225,2024-01-15T15:18:57.000Z,BAC,8203,191.20,BUY14,SEL7,EXECUTED
TRD002226,2024-01-15T14:04:32.000Z,INVALID_SYM,7592,226.59,BUY45,SEL14,EXECUTED
TRD002227,2024-01-15T14:53:43.000Z,INVALID_SYM,1526,534.63,BUY14,SEL24,CANCELLED
TRD002228,2024-01-15T17:40:57.000Z,GOOGL,121,359.60,BUY20,SEL48,EXECUTED
TRD002229,2024-01-15T17:58:17.000Z,JPM,890,276.13999999,BUY47,SEL10,EXECUTED
TRD002230,1/15/2024 13:3:43,INVALID_SYM,8884,529.01,BUY41,SEL2,EXECUTED
TRD002231,1/15/2024 14:56:1,TSLA,2340,199.92,BUY28,SEL6,EXECUTED
TRD002231,1/15/2024 14:56:1,TSLA,2340,199.92,BUY28,SEL6,EXECUTED
TRD002232,2024-01-15T15:05:09.000Z,GOOGL,,382.23,BUY2,SEL47,CANCELLED
TRD002232,2024-01-15T15:05:09.000Z,GOOGL,,382.23,BUY2,SEL47,CANCELLED
TRD002233,1705327356,INVALID_SYM,632,466.09,BUY40,SEL35,EXECUTED
TRD002234,2024-01-15T14:24:20.000Z,TSLA,9455,271.92,BUY42,SEL5,EXECUTED
TRD002235,1705331643,NVDA,1468,362.19,BUY4,SEL18,EXECUTED
TRD002236,2024-01-15T14:11:56.000Z,TSLA,5989,433.75999999,BUY49,SEL19,CANCELLED
TRD002237,2024-01-15T18:24:53.000Z,AAPL,4385,100.75,BUY36,SEL42,EXECUTED
TRD002238,2024-01-15T16:22:39.000Z,MSFT,2976,252.46,BUY10,SEL32,EXECUTED
TRD002239,2024-01-15T14:32:10.000Z,GOOGL,6662,223.02,BUY26,SEL12,EXECUTED
TRD002240,2024-01-15T14:21:07.000Z,AMZN,888,472.32,BUY25,SEL23,EXECUTED
TRD002241,2024-01-15T18:27:01.000Z,AMZN,6304,171.31,BUY32,SEL21,EXECUTED
TRD002242,2024-01-15T15:39:01.000Z,BAC,5613,93.68,BUY4,SEL50,EXECUTED
TRD002243,2024-01-15T20:43:12.000Z,INVALID_SYM,3971,501.04,BUY32,SEL14,CANCELLED
TRD002244,1/15/2024 14:53:33,META,8848,463.03,BUY11,SEL37,EXECUTED
TRD002245,1/15/2024 14:6:24,TSLA,7896,282.73,BUY18,SEL5,EXECUTED
TRD002246,2024-01-15T17:28:01.000Z,TSLA,9629,114.14,BUY40,SEL23,EXECUTED
TRD002247,2024-01-15T19:20:11.000Z,META,6981,298.47,BUY41,SEL35,EXECUTED
TRD002248,1/15/2024 13:40:56,AAPL,5962,527.46,BUY37,SEL1,CANCELLED
TRD002249,2024-01-15T18:50:31.000Z,MSFT,4071,234.00,BUY37,SEL50,EXECUTED
TRD002250,1705334950,TSLA,1437,317.42,BUY14,SEL20,EXECUTED
TRD002251,1705330624,JPM,4697,349.20,BUY31,SEL49,EXECUTED
TRD002251,1705330624,JPM,4697,349.20,BUY31,SEL49,EXECUTED
TRD002252,1/15/2024 15:46:37,META,2815,518.07,BUY44,SEL16,EXECUTED
TRD002253,2024-01-15T15:30:54.000Z,INVALID_SYM,7519,459.75,BUY44,SEL31,CANCELLED
TRD002253,2024-01-15T15:30:54.000Z,INVALID_SYM,7519,459.75,BUY44,SEL31,CANCELLED
TRD002254,1/15/2024 10:6:13,BAC,1555,401.85,BUY7,SEL37,EXECUTED
TRD002255,2024-01-15T20:22:40.000Z,META,7032,294.44,BUY20,SEL49,EXECUTED
TRD002256,2024-01-15T17:41:44.000Z,GOOGL,9238,494.00,BUY18,SEL47,EXECUTED
TRD002257,1705342579,GOOGL,4008,248.80,BUY7,SEL6,EXECUTED
TRD002257,1705342579,GOOGL,4008,248.80,BUY7,SEL6,EXECUTED
TRD002258,1705346701,GOOGL,9131,330.13,BUY44,SEL28,EXECUTED
TRD002259,2024-01-15T20:21:52.000Z,META,544,416.38,BUY25,SEL44,EXECUTED
TRD002260,1/15/2024 12:7:54,GOOGL,4434,479.64,BUY28,SEL40,EXECUTED
TRD002260,1/15/2024 12:7:54,GOOGL,4434,479.64,BUY28,SEL40,EXECUTED
TRD002261,1705350318,AMZN,2435,547.87,BUY50,SEL40,EXECUTED
TRD002262,1/15/2024 14:41:30,TSLA,9660,514.41,BUY40,SEL11,CANCELLED
TRD002263,1/15/2024 13:29:10,NVDA,7449,356.25,BUY15,SEL15,EXECUTED
TRD002264,2024-01-15T18:30:51.000Z,INVALID_SYM,348,312.61,BUY34,SEL11,EXECUTED
TRD002265,1/15/2024 12:59:20,AAPL,7974,251.03,BUY39,SEL2,EXECUTED
TRD002266,2024-01-15T19:11:50.000Z,TSLA,6749,403.44,BUY6,SEL21,EXECUTED
TRD002267,2024-01-15T18:40:41.000Z,INVALID_SYM,2752,407.38,BUY6,SEL24,CANCELLED
TRD002268,2024-01-15T14:22:47.000Z,TSLA,3675,290.30,BUY39,SEL17,EXECUTED
TRD002269,1/15/2024 12:9:18,TSLA,1474,501.07,BUY37,SEL25,EXECUTED
TRD002270,1705334759,AMZN,1824,456.81,BUY1,SEL40,EXECUTED
TRD002271,2024-01-15T18:18:57.000Z,INVALID_SYM,10013,454.71,BUY48,SEL35,EXECUTED
TRD002272,2024-01-15T15:26:27.000Z,GOOGL,6748,329.22,BUY26,SEL9,EXECUTED
TRD002273,2024-01-15T20:58:22.000Z,META,393,188.14,BUY2,SEL34,EXECUTED
TRD002274,1705344161,JPM,530,392.96,BUY28,SEL42,EXECUTED
TRD002274,1705344161,JPM,530,392.96,BUY28,SEL42,EXECUTED
TRD002275,2024-01-15T15:32:59.000Z,INVALID_SYM,3672,392.42,BUY6,SEL3,EXECUTED
TRD002276,2024-01-15T16:30:10.000Z,BAC,6186,483.43,BUY30,SEL42,EXECUTED
TRD002277,1/15/2024 12:9:56,AAPL,7805,232.02,BUY42,SEL14,EXECUTED
TRD002278,2024-01-15T18:09:06.000Z,JPM,3314,496.19,BUY15,SEL37,EXECUTED
TRD002279,1/15/2024 9:24:49,TSLA,2130,303.24,BUY8,SEL45,EXECUTED
TRD002279,1/15/2024 9:24:49,TSLA,2130,303.24,BUY8,SEL45,EXECUTED
TRD002280,1705346346,META,1440,167.23,BUY11,SEL1,EXECUTED
TRD002281,1705346421,INVALID_SYM,3736,441.59,BUY20,SEL46,CANCELLED
TRD002281,1705346421,INVALID_SYM,3736,441.59,BUY20,SEL46,CANCELLED
TRD002282,1705349325,NVDA,7746,145.67,BUY37,SEL39,EXECUTED
TRD002283,1/15/2024 14:5:21,GOOGL,8818,444.03,BUY35,SEL48,EXECUTED
TRD002284,2024-01-15T18:30:53.000Z,JPM,2808,128.33,BUY18,SEL45,EXECUTED
TRD002285,2024-01-15T20:50:22.000Z,INVALID_SYM,9631,382.02,BUY16,SEL48,CANCELLED
TRD002286,1/15/2024 14:10:58,GOOGL,6447,72.38,BUY28,SEL23,EXECUTED
