external_ref_id,our_trade_id,timestamp,symbol,quantity,price,counterparty_id
EXT001877,TRD002735,2024-01-15T20:02:00.000Z,INVALID_SYM,4643,488.92,CP13
EXT001878,TRD002737,2024-01-15T17:55:00.000Z,NVDA,9515,242.17,CP3
EXT001879,TRD002739,2024-01-15T18:01:00.000Z,MSFT,1320,267.78,CP13
EXT001880,TRD002740,2024-01-15T14:13:00.000Z,META,9497,138.61,CP14
EXT001881,TRD002743,2024-01-15T15:23:00.000Z,META,2639,519.07999999,CP18
EXT001882,TRD002745,2024-01-15T15:45:00.000Z,MSFT,555,262.34,CP17
EXT001883,TRD002746,2024-01-15T14:55:00.000Z,INVALID_SYM,3435,360.98999999,CP2
EXT001884,TRD002747,2024-01-15T15:13:00.000Z,META,8745,429.65,CP17
EXT001885,TRD002749,2024-01-15T17:43:00.000Z,AMZN,5344,181.66,CP6
EXT001886,TRD002750,2024-01-15T15:16:00.000Z,GOOGL,1745,497.13,CP12
EXT001887,TRD002754,2024-01-15T20:45:00.000Z,AAPL,7960,470.26,CP20
EXT001888,TRD002756,2024-01-15T14:36:00.000Z,MSFT,7553,382.77,CP7
EXT001889,TRD002757,2024-01-15T16:44:00.000Z,MSFT,5347,84.36,CP15
EXT001890,TRD002759,2024-01-15T15:11:00.000Z,META,4889,373.82,CP3
EXT001891,TRD002760,2024-01-15T18:16:00.000Z,INVALID_SYM,1484,194.41,CP5
EXT001892,TRD002764,2024-01-15T16:56:00.000Z,INVALID_SYM,8196,58.76,CP6
EXT001893,TRD002765,2024-01-15T15:18:00.000Z,AAPL,8718,495.47,CP3
EXT001894,TRD002766,2024-01-15T17:37:00.000Z,INVALID_SYM,4927,,CP11
EXT001895,TRD002767,2024-01-15T17:27:00.000Z,MSFT,716,135.95,CP12
EXT001896,TRD002768,2024-01-15T14:14:00.000Z,MSFT,1596,72.19,CP15
EXT001897,TRD002769,2024-01-15T19:10:00.000Z,BAC,10056,343.41,CP15
EXT001898,TRD002770,2024-01-15T18:08:00.000Z,NVDA,7768,435.45,CP5
EXT001899,TRD002771,2024-01-15T15:07:00.000Z,NVDA,1987,485.39,CP17
EXT001900,TRD002772,2024-01-15T15:41:00.000Z,TSLA,5418,424.82,CP19
EXT001901,TRD002774,2024-01-15T18:18:00.000Z,BAC,3981,308.18,CP18
EXT001902,TRD002775,2024-01-15T14:41:00.000Z,GOOGL,9555,308.29,CP19
EXT001903,TRD002776,2024-01-15T20:06:00.000Z,TSLA,9421,482.13,CP20
EXT001904,TRD002777,2024-01-15T16:52:00.000Z,MSFT,850,143.75,CP18
EXT001905,TRD002778,2024-01-15T19:38:00.000Z,MSFT,4965,172.85999999,CP13
EXT001906,TRD002779,2024-01-15T15:22:00.000Z,NVDA,,307.02,CP15
EXT001907,TRD002780,2024-01-15T17:05:00.000Z,NVDA,3273,125.30,CP2
EXT001908,TRD002781,2024-01-15T17:50:00.000Z,BAC,7171,235.29,CP6
EXT001909,TRD002782,2024-01-15T16:47:00.000Z,NVDA,392,296.51,CP19
EXT001910,TRD002784,2024-01-15T15:22:00.000Z,TSLA,5773,349.03999998999996,CP5
EXT001911,TRD002785,2024-01-15T14:55:00.000Z,INVALID_SYM,158,497.16,CP6
EXT001912,TRD002786,2024-01-15T16:56:00.000Z,NVDA,6574,416.57,CP19
EXT001913,TRD002787,2024-01-15T18:19:00.000Z,META,8970,453.78,CP5
EXT001914,TRD002790,2024-01-15T18:51:00.000Z,GOOGL,2519,246.40,CP15
EXT001915,TRD002791,2024-01-15T16:11:00.000Z,NVDA,3848,520.66999999,CP2
EXT001916,TRD002793,2024-01-15T20:16:00.000Z,META,4954,215.35,CP13
EXT001917,TRD002794,2024-01-15T15:53:00.000Z,JPM,574,509.81,CP19
EXT001918,TRD002795,2024-01-15T18:52:00.000Z,JPM,7921,71.03,CP8
EXT001919,TRD002796,2024-01-15T20:45:00.000Z,JPM,6367,465.00,CP14
EXT001920,TRD002798,2024-01-15T15:53:00.000Z,MSFT,1831,460.04,CP11
EXT001921,TRD002799,2024-01-15T18:14:00.000Z,META,8620,363.53,CP11
EXT001922,TRD002800,2024-01-15T19:24:00.000Z,TSLA,8400,193.62,CP1
EXT001923,TRD002801,2024-01-15T17:30:00.000Z,META,1214,359.29,CP8
EXT001924,TRD002802,2024-01-15T14:15:00.000Z,BAC,2336,389.23,CP16
EXT001925,TRD002803,2024-01-15T17:26:00.000Z,AMZN,4972,268.43,CP13
EXT001926,TRD002804,2024-01-15T17:00:00.000Z,AAPL,1307,247.30,CP7
EXT001927,TRD002805,2024-01-15T18:10:00.000Z,BAC,3956,198.15,CP6
EXT001928,TRD002807,2024-01-15T14:09:00.000Z,INVALID_SYM,6656,360.39,CP7
EXT001929,TRD002808,2024-01-15T15:59:00.000Z,JPM,7234,320.18,CP1
EXT001930,TRD002809,2024-01-15T14:56:00.000Z,MSFT,729,78.65,CP12
EXT001931,TRD002810,2024-01-15T17:13:00.000Z,NVDA,5507,537.28,CP20
EXT001932,TRD002812,2024-01-15T18:14:00.000Z,META,9635,525.40,CP7
EXT001933,TRD002813,2024-01-15T16:47:00.000Z,TSLA,4027,348.71,CP8
EXT001934,TRD002814,2024-01-15T19:07:00.000Z,BAC,9880,341.75999999,CP6
EXT001935,TRD002818,2024-01-15T16:11:00.000Z,AAPL,4659,523.91,CP20
EXT001936,TRD002819,2024-01-15T18:53:00.000Z,AMZN,5111,344.95,CP8
EXT001937,TRD002822,2024-01-15T14:55:00.000Z,MSFT,4292,256.29,CP16
EXT001938,TRD002823,2024-01-15T14:36:00.000Z,GOOGL,2348,466.63,CP6
EXT001939,TRD002824,2024-01-15T19:34:00.000Z,AAPL,5817,408.48,CP4
EXT001940,TRD002825,2024-01-15T14:56:00.000Z,AAPL,957,274.59,CP18
EXT001941,TRD002827,2024-01-15T19:27:00.000Z,TSLA,7554,59.69,CP8
EXT001942,TRD002828,2024-01-15T20:06:00.000Z,GOOGL,5552,521.34,CP6
EXT001943,TRD002829,2024-01-15T15:45:00.000Z,AAPL,9950,197.07,CP4
EXT001944,TRD002832,2024-01-15T16:42:00.000Z,INVALID_SYM,2608,542.26999999,CP6
EXT001945,TRD002835,2024-01-15T20:20:00.000Z,TSLA,9850,245.92,CP3
EXT001946,TRD002836,2024-01-15T19:58:00.000Z,TSLA,6232,344.37,CP3
EXT001947,TRD002837,2024-01-15T17:17:00.000Z,META,116,128.49999999000002,CP17
EXT001948,TRD002838,2024-01-15T18:21:00.000Z,MSFT,716,437.79,CP9
EXT001949,TRD002839,2024-01-15T16:29:00.000Z,MSFT,7194,125.08,CP7
EXT001950,TRD002840,2024-01-15T14:30:00.000Z,GOOGL,7373,315.75,CP19
EXT001951,TRD002841,2024-01-15T16:25:00.000Z,AAPL,607,433.97999999,CP19
EXT001952,TRD002842,2024-01-15T20:00:00.000Z,NVDA,2122,237.75,CP7
EXT001953,TRD002844,2024-01-15T17:27:00.000Z,TSLA,1858,385.01,CP9
EXT001954,TRD002846,2024-01-15T20:51:00.000Z,AMZN,1626,455.11,CP1
EXT001955,TRD002848,2024-01-15T19:21:00.000Z,TSLA,6767,433.63,CP13
EXT001956,TRD002850,2024-01-15T16:10:00.000Z,NVDA,2844,483.70999999,CP13
EXT001957,TRD002853,2024-01-15T20:21:00.000Z,JPM,6124,441.96999998999996,CP14
EXT001958,TRD002854,2024-01-15T16:20:00.000Z,AMZN,1287,414.07999999,CP18
EXT001959,TRD002855,2024-01-15T15:13:00.000Z,BAC,3860,359.82,CP7
EXT001960,TRD002856,2024-01-15T16:25:00.000Z,BAC,9407,119.10,CP7
EXT001961,TRD002857,2024-01-15T19:26:00.000Z,AMZN,1028,,CP9
EXT001962,TRD002858,2024-01-15T18:51:00.000Z,AAPL,613,124.02,CP19
EXT001963,TRD002859,2024-01-15T16:57:00.000Z,META,879,118.31,CP8
EXT001964,TRD002860,2024-01-15T19:09:00.000Z,AMZN,1051,270.65,CP13
EXT001965,TRD002867,2024-01-15T19:18:00.000Z,INVALID_SYM,5779,248.65,CP1
EXT001966,TRD002868,2024-01-15T15:36:00.000Z,AAPL,5215,81.53,CP15
EXT001967,TRD002869,2024-01-15T20:26:00.000Z,BAC,7125,196.56,CP12
EXT001968,TRD002870,2024-01-15T20:15:00.000Z,MSFT,9790,468.37,CP5
EXT001969,TRD002871,2024-01-15T17:23:00.000Z,AAPL,5242,195.52,CP4
EXT001970,TRD002872,2024-01-15T20:54:00.000Z,AMZN,5164,447.18,CP19
EXT001971,TRD002873,2024-01-15T20:31:00.000Z,JPM,278,275.07,CP5
EXT001972,TRD002874,2024-01-15T19:18:00.000Z,MSFT,4029,455.03,CP9
EXT001973,TRD002875,2024-01-15T17:13:00.000Z,BAC,6587,300.76,CP20
EXT001974,TRD002876,2024-01-15T15:12:00.000Z,MSFT,9413,66.88,CP11
EXT001975,TRD002877,2024-01-15T20:23:00.000Z,AMZN,598,417.19,CP11
EXT001976,TRD002878,2024-01-15T20:12:00.000Z,GOOGL,9138,176.73,CP12
EXT001977,TRD002879,2024-01-15T20:21:00.000Z,NVDA,9115,122.98999999,CP12
EXT001978,TRD002881,2024-01-15T16:05:00.000Z,TSLA,4733,230.92,CP15
EXT001979,TRD002882,2024-01-15T19:25:00.000Z,GOOGL,3576,208.08,CP10
EXT001980,TRD002883,2024-01-15T19:51:00.000Z,BAC,2439,453.91999999,CP7
EXT001981,TRD002885,2024-01-15T19:20:00.000Z,BAC,2431,197.15,CP4
EXT001982,TRD002886,2024-01-15T17:19:00.000Z,TSLA,1069,228.01,CP7
EXT001983,TRD002887,2024-01-15T19:44:00.000Z,AAPL,3654,295.41,CP5
EXT001984,TRD002888,2024-01-15T16:43:00.000Z,MSFT,2135,172.67,CP9
EXT001985,TRD002889,2024-01-15T19:44:00.000Z,BAC,1851,371.41,CP3
EXT001986,TRD002891,2024-01-15T17:47:00.000Z,JPM,6074,50.05,CP19
EXT001987,TRD002893,2024-01-15T16:21:00.000Z,GOOGL,9528,87.66,CP9
EXT001988,TRD002894,2024-01-15T19:10:00.000Z,AAPL,8914,306.86999999,CP1
EXT001989,TRD002895,2024-01-15T16:55:00.000Z,JPM,4237,537.29,CP5
EXT001990,TRD002896,2024-01-15T20:18:00.000Z,MSFT,1593,131.98999999,CP3
EXT001991,TRD002898,2024-01-15T19:37:00.000Z,NVDA,6462,105.69,CP17
EXT001992,TRD002899,2024-01-15T20:33:00.000Z,BAC,6310,366.83,CP15
EXT001993,TRD002900,2024-01-15T15:44:00.000Z,META,2731,293.78,CP17
EXT001994,TRD002901,2024-01-15T19:48:00.000Z,BAC,5312,323.83,CP6
EXT001995,TRD002902,2024-01-15T20:14:00.000Z,INVALID_SYM,5621,189.24,CP16
EXT001996,TRD002903,2024-01-15T20:53:00.000Z,GOOGL,771,220.25,CP20
EXT001997,TRD002904,2024-01-15T17:09:00.000Z,INVALID_SYM,9458,517.32,CP16
EXT001998,TRD002906,2024-01-15T19:45:00.000Z,BAC,4284,275.94999999,CP19
EXT001999,TRD002908,2024-01-15T15:00:00.000Z,META,914,293.15999998999996,CP3
EXT002000,TRD002909,2024-01-15T16:35:00.000Z,AMZN,6439,171.88,CP5
EXT002001,TRD002910,2024-01-15T17:39:00.000Z,TSLA,2562,299.26,CP6
EXT002002,TRD002911,2024-01-15T18:10:00.000Z,GOOGL,7208,449.26,CP3
EXT002003,TRD002912,2024-01-15T19:41:00.000Z,GOOGL,8858,345.55,CP1
EXT002004,TRD002914,2024-01-15T18:49:00.000Z,GOOGL,4509,212.54,CP6
EXT002005,TRD002916,2024-01-15T17:30:00.000Z,TSLA,1518,485.27,CP13
EXT002006,TRD002917,2024-01-15T19:41:00.000Z,BAC,8290,307.25,CP12
EXT002007,TRD002920,2024-01-15T15:45:00.000Z,AMZN,2151,513.03,CP11
EXT002008,TRD002922,2024-01-15T14:06:00.000Z,AAPL,5122,464.89,CP5
EXT002009,TRD002923,2024-01-15T16:04:00.000Z,MSFT,9762,419.33,CP19
EXT002010,TRD002926,2024-01-15T18:48:00.000Z,BAC,498,456.54,CP20
EXT002011,TRD002927,2024-01-15T20:06:00.000Z,MSFT,5157,476.16,CP2
EXT002012,TRD002928,2024-01-15T20:54:00.000Z,GOOGL,6708,62.01,CP1
EXT002013,TRD002929,2024-01-15T17:23:00.000Z,META,2881,75.65,CP5
EXT002014,TRD002931,2024-01-15T15:48:00.000Z,MSFT,8040,335.55,CP13
EXT002015,TRD002932,2024-01-15T18:48:00.000Z,JPM,2585,240.09,CP8
EXT002016,TRD002934,2024-01-15T20:01:00.000Z,JPM,5003,309.21,CP20
EXT002017,TRD002936,2024-01-15T18:31:00.000Z,TSLA,7860,204.23,CP18
EXT002018,TRD002937,2024-01-15T17:11:00.000Z,MSFT,3768,452.89,CP1
EXT002019,TRD002939,2024-01-15T14:26:00.000Z,INVALID_SYM,7229,230.33,CP11
EXT002020,TRD002940,2024-01-15T18:57:00.000Z,INVALID_SYM,8666,450.57999999,CP17
EXT002021,TRD002941,2024-01-15T19:14:00.000Z,INVALID_SYM,4458,309.13,CP10
EXT002022,TRD002942,2024-01-15T14:09:00.000Z,BAC,2905,331.02,CP10
EXT002023,TRD002943,2024-01-15T15:07:00.000Z,GOOGL,1064,,CP4
EXT002024,TRD002944,2024-01-15T18:56:00.000Z,GOOGL,578,546.26,CP10
EXT002025,TRD002945,2024-01-15T17:51:00.000Z,NVDA,3978,251.09,CP17
EXT002026,TRD002946,2024-01-15T20:24:00.000Z,BAC,9625,100.44,CP20
EXT002027,TRD002947,2024-01-15T17:50:00.000Z,META,,366.98,CP6
EXT002028,TRD002949,2024-01-15T17:22:00.000Z,BAC,5486,285.91,CP17
EXT002029,TRD002951,2024-01-15T18:57:00.000Z,MSFT,6201,429.57,CP6
EXT002030,TRD002953,2024-01-15T18:19:00.000Z,AMZN,1612,317.29,CP3
EXT002031,TRD002957,2024-01-15T17:50:00.000Z,BAC,4972,289.24,CP7
EXT002032,TRD002958,2024-01-15T17:50:00.000Z,JPM,9901,533.26,CP4
EXT002033,TRD002959,2024-01-15T19:27:00.000Z,AMZN,9193,352.39,CP13
EXT002034,TRD002960,2024-01-15T14:16:00.000Z,MSFT,680,342.03,CP10
EXT002035,TRD002961,2024-01-15T18:54:00.000Z,BAC,7856,395.02999998999996,CP3
EXT002036,TRD002962,2024-01-15T17:41:00.000Z,TSLA,2794,254.86,CP15
EXT002037,TRD002963,2024-01-15T14:53:00.000Z,TSLA,6857,131.53,CP1
EXT002038,TRD002964,2024-01-15T15:43:00.000Z,BAC,5040,393.56,CP7
EXT002039,TRD002965,2024-01-15T19:36:00.000Z,JPM,1905,91.53,CP13
EXT002040,TRD002966,2024-01-15T14:40:00.000Z,META,6129,214.44,CP12
EXT002041,TRD002967,2024-01-15T14:28:00.000Z,TSLA,705,496.19999999,CP1
EXT002042,TRD002970,2024-01-15T20:22:00.000Z,AAPL,3065,474.23999999,CP3
EXT002043,TRD002971,2024-01-15T15:00:00.000Z,TSLA,8026,244.80,CP3
EXT002044,TRD002972,2024-01-15T18:20:00.000Z,GOOGL,7155,459.90,CP18
EXT002045,TRD002975,2024-01-15T18:46:00.000Z,BAC,588,50.81,CP16
EXT002046,TRD002976,2024-01-15T15:03:00.000Z,AAPL,5425,187.62999999000002,CP6
EXT002047,TRD002978,2024-01-15T16:14:00.000Z,TSLA,7264,98.14,CP14
EXT002048,TRD002979,2024-01-15T18:43:00.000Z,META,5203,405.16,CP14
EXT002049,TRD002981,2024-01-15T19:50:00.000Z,AMZN,201,249.42,CP5
EXT002050,TRD002982,2024-01-15T20:24:00.000Z,AAPL,2074,166.48,CP1
EXT002051,TRD002983,2024-01-15T18:48:00.000Z,INVALID_SYM,,,CP3
EXT002052,TRD002985,2024-01-15T14:31:00.000Z,AAPL,2134,385.06,CP10
EXT002053,TRD002986,2024-01-15T19:23:00.000Z,BAC,5446,390.55,CP15
EXT002054,TRD002988,2024-01-15T18:53:00.000Z,TSLA,9566,525.72,CP5
EXT002055,TRD002989,2024-01-15T14:38:00.000Z,BAC,1435,490.90,CP8
EXT002056,TRD002990,2024-01-15T14:24:00.000Z,AAPL,8482,340.92,CP2
EXT002057,TRD002991,2024-01-15T14:14:00.000Z,NVDA,6738,333.95,CP15
EXT002058,TRD002992,2024-01-15T15:35:00.000Z,JPM,2656,524.70,CP15
EXT002059,TRD002993,2024-01-15T14:49:00.000Z,AAPL,1042,122.90,CP20
EXT002060,TRD002994,2024-01-15T16:48:00.000Z,TSLA,7411,161.29999999,CP6
EXT002061,TRD002996,2024-01-15T16:43:00.000Z,MSFT,9397,299.68999999,CP17
EXT002062,TRD002997,2024-01-15T19:03:00.000Z,AMZN,,199.57999999,CP2
EXT002063,TRD002998,2024-01-15T17:38:00.000Z,AMZN,8211,489.65,CP4
EXT002064,TRD002999,2024-01-15T15:11:00.000Z,BAC,7661,137.60,CP5
EXT002065,TRD003001,2024-01-15T14:33:00.000Z,TSLA,,,CP6
EXT002066,TRD003002,2024-01-15T19:06:00.000Z,AAPL,1065,269.72,CP12
EXT002067,TRD003003,2024-01-15T17:05:00.000Z,META,395,363.85,CP4
EXT002068,TRD003005,2024-01-15T17:23:00.000Z,BAC,8565,319.08,CP8
EXT002069,TRD003007,2024-01-15T18:54:00.000Z,INVALID_SYM,5348,350.63,CP7
EXT002070,TRD003008,2024-01-15T17:23:00.000Z,GOOGL,2155,190.95,CP17
EXT002071,TRD003009,2024-01-15T14:40:00.000Z,AAPL,958,419.68,CP17
EXT002072,TRD003010,2024-01-15T16:52:00.000Z,META,2149,284.58999998999997,CP20
EXT002073,TRD003011,2024-01-15T20:47:00.000Z,META,1616,87.43,CP9
EXT002074,TRD003012,2024-01-15T17:35:00.000Z,BAC,5271,252.30999999000002,CP6
EXT002075,TRD003013,2024-01-15T18:38:00.000Z,TSLA,5047,476.91,CP19
EXT002076,TRD003014,2024-01-15T14:51:00.000Z,META,9446,222.07,CP18
EXT002077,TRD003015,2024-01-15T15:08:00.000Z,AAPL,10089,473.81999999,CP8
EXT002078,TRD003016,2024-01-15T20:18:00.000Z,META,8830,379.19,CP8
EXT002079,TRD003017,2024-01-15T14:15:00.000Z,META,5498,488.98999999,CP1
EXT002080,TRD003019,2024-01-15T19:32:00.000Z,AAPL,4489,509.03,CP16
EXT002081,TRD003020,2024-01-15T14:17:00.000Z,BAC,6182,82.88,CP12
EXT002082,TRD003021,2024-01-15T18:54:00.000Z,GOOGL,6494,300.09,CP5
EXT002083,TRD003022,2024-01-15T15:21:00.000Z,NVDA,2888,126.77,CP13
EXT002084,TRD003023,2024-01-15T19:19:00.000Z,MSFT,8317,312.14,CP10
EXT002085,TRD003025,2024-01-15T17:54:00.000Z,BAC,574,477.07,CP18
EXT002086,TRD003026,2024-01-15T18:39:00.000Z,BAC,4224,170.66,CP7
EXT002087,TRD003027,2024-01-15T19:19:00.000Z,META,1188,193.40,CP16
EXT002088,TRD003028,2024-01-15T17:32:00.000Z,META,7653,136.48,CP5
EXT002089,TRD003029,2024-01-15T18:24:00.000Z,MSFT,4400,489.78,CP13
EXT002090,TRD003030,2024-01-15T19:56:00.000Z,MSFT,8133,394.67,CP20
EXT002091,TRD003032,2024-01-15T16:28:00.000Z,TSLA,1031,385.08,CP8
EXT002092,TRD003034,2024-01-15T20:18:00.000Z,GOOGL,9670,126.09,CP4
EXT002093,TRD003035,2024-01-15T19:59:00.000Z,TSLA,3384,70.03,CP4
EXT002094,TRD003036,2024-01-15T19:01:00.000Z,GOOGL,9693,537.74,CP6
EXT002095,TRD003039,2024-01-15T16:39:00.000Z,JPM,3641,468.37999999,CP18
EXT002096,TRD003041,2024-01-15T19:26:00.000Z,BAC,2152,97.61,CP2
EXT002097,TRD003042,2024-01-15T19:02:00.000Z,NVDA,9989,390.49999999,CP20
EXT002098,TRD003043,2024-01-15T14:11:00.000Z,NVDA,,244.96,CP20
EXT002099,TRD003044,2024-01-15T18:03:00.000Z,AMZN,7371,352.87,CP11
EXT002100,TRD003045,2024-01-15T17:13:00.000Z,INVALID_SYM,748,486.97,CP15
EXT002101,TRD003046,2024-01-15T15:40:00.000Z,BAC,2022,283.09,CP20
EXT002102,TRD003047,2024-01-15T17:51:00.000Z,AMZN,,,CP6
EXT002103,TRD003048,2024-01-15T19:46:00.000Z,GOOGL,9486,311.58999998999997,CP18
EXT002104,TRD003050,2024-01-15T14:49:00.000Z,META,8681,437.76,CP2
EXT002105,TRD003052,2024-01-15T15:13:00.000Z,TSLA,225,278.36,CP14
EXT002106,TRD003054,2024-01-15T14:10:00.000Z,GOOGL,7992,404.75,CP15
EXT002107,TRD003061,2024-01-15T16:53:00.000Z,JPM,10067,405.40,CP10
EXT002108,TRD003062,2024-01-15T14:05:00.000Z,INVALID_SYM,1763,304.37,CP12
EXT002109,TRD003063,2024-01-15T16:24:00.000Z,AMZN,9942,157.72,CP2
EXT002110,TRD003065,2024-01-15T18:40:00.000Z,INVALID_SYM,4305,340.57,CP1
EXT002111,TRD003066,2024-01-15T19:24:00.000Z,AMZN,6238,92.43,CP13
EXT002112,TRD003069,2024-01-15T20:24:00.000Z,TSLA,8689,358.70,CP14
EXT002113,TRD003070,2024-01-15T18:48:00.000Z,GOOGL,6121,530.22,CP4
EXT002114,TRD003073,2024-01-15T18:32:00.000Z,META,2648,218.59,CP10
EXT002115,TRD003075,2024-01-15T16:21:00.000Z,META,4784,93.01,CP10
EXT002116,TRD003076,2024-01-15T16:01:00.000Z,TSLA,6390,545.47,CP20
EXT002117,TRD003079,2024-01-15T18:27:00.000Z,AAPL,8595,327.68,CP18
EXT002118,TRD003080,2024-01-15T16:04:00.000Z,JPM,7956,419.89999998999997,CP1
EXT002119,TRD003082,2024-01-15T15:41:00.000Z,AAPL,2648,401.59,CP5
EXT002120,TRD003083,2024-01-15T17:51:00.000Z,AAPL,264,110.37,CP18
EXT002121,TRD003084,2024-01-15T18:10:00.000Z,BAC,4127,403.79,CP3
EXT002122,TRD003085,2024-01-15T15:31:00.000Z,META,5657,409.07,CP4
EXT002123,TRD003087,2024-01-15T16:24:00.000Z,BAC,1785,285.71,CP4
EXT002124,TRD003088,2024-01-15T17:00:00.000Z,NVDA,4212,130.92,CP13
EXT002125,TRD003089,2024-01-15T18:46:00.000Z,JPM,8381,244.35,CP14
EXT002126,TRD003090,2024-01-15T17:25:00.000Z,NVDA,5195,543.37,CP17
EXT002127,TRD003095,2024-01-15T20:17:00.000Z,NVDA,8055,237.24,CP14
EXT002128,TRD003096,2024-01-15T15:59:00.000Z,META,5478,182.17,CP6
EXT002129,TRD003097,2024-01-15T17:00:00.000Z,META,5850,70.00,CP8
EXT002130,TRD003099,2024-01-15T19:55:00.000Z,MSFT,3667,140.36,CP16
EXT002131,TRD003100,2024-01-15T14:22:00.000Z,META,2305,502.24,CP4
EXT002132,TRD003102,2024-01-15T19:22:00.000Z,JPM,1414,237.27,CP14
EXT002133,TRD003103,2024-01-15T17:55:00.000Z,INVALID_SYM,5997,184.71,CP17
EXT002134,TRD003105,2024-01-15T15:01:00.000Z,NVDA,6362,489.00,CP15
EXT002135,TRD003107,2024-01-15T16:22:00.000Z,NVDA,5039,330.27,CP1
EXT002136,TRD003108,2024-01-15T16:27:00.000Z,GOOGL,778,156.70,CP7
EXT002137,TRD003109,2024-01-15T17:51:00.000Z,JPM,7784,469.19999999,CP8
EXT002138,TRD003110,2024-01-15T17:26:00.000Z,TSLA,3746,280.70,CP1
EXT002139,TRD003111,2024-01-15T18:04:00.000Z,AAPL,5957,297.50,CP1
EXT002140,TRD003112,2024-01-15T15:47:00.000Z,MSFT,9025,436.69,CP4
EXT002141,TRD003113,2024-01-15T18:20:00.000Z,MSFT,6854,373.59,CP4
EXT002142,TRD003114,2024-01-15T20:27:00.000Z,META,1753,223.34,CP18
EXT002143,TRD003118,2024-01-15T20:32:00.000Z,NVDA,7548,265.93,CP3
EXT002144,TRD003119,2024-01-15T19:56:00.000Z,GOOGL,6044,208.70,CP19
EXT002145,TRD003120,2024-01-15T20:56:00.000Z,NVDA,8334,211.96,CP8
EXT002146,TRD003121,2024-01-15T16:41:00.000Z,AAPL,6926,224.42,CP8
EXT002147,TRD003122,2024-01-15T17:13:00.000Z,BAC,2434,523.05,CP1
EXT002148,TRD003124,2024-01-15T18:00:00.000Z,MSFT,2883,303.39,CP15
EXT002149,TRD003125,2024-01-15T18:04:00.000Z,AAPL,343,111.44,CP4
EXT002150,TRD003126,2024-01-15T16:34:00.000Z,MSFT,1467,497.27,CP3
EXT002151,TRD003127,2024-01-15T18:05:00.000Z,META,5089,373.29,CP1
EXT002152,TRD003128,2024-01-15T20:58:00.000Z,INVALID_SYM,9148,88.78,CP17
EXT002153,TRD003130,2024-01-15T14:17:00.000Z,INVALID_SYM,3140,219.88,CP18
EXT002154,TRD003131,2024-01-15T18:31:00.000Z,BAC,6200,354.69,CP8
EXT002155,TRD003132,2024-01-15T19:19:00.000Z,AMZN,6302,224.65999999000002,CP5
EXT002156,TRD003133,2024-01-15T20:40:00.000Z,AAPL,1460,78.18,CP6
EXT002157,TRD003134,2024-01-15T17:59:00.000Z,GOOGL,3501,351.31,CP1
EXT002158,TRD003136,2024-01-15T17:08:00.000Z,META,243,463.03,CP20
EXT002159,TRD003137,2024-01-15T15:15:00.000Z,AAPL,6843,260.39,CP11
EXT002160,TRD003139,2024-01-15T15:27:00.000Z,AMZN,7384,124.57,CP18
EXT002161,TRD003140,2024-01-15T15:52:00.000Z,BAC,4153,356.46,CP8
EXT002162,TRD003143,2024-01-15T16:58:00.000Z,JPM,3460,454.32,CP13
EXT002163,TRD003145,2024-01-15T17:03:00.000Z,TSLA,3014,547.06,CP9
EXT002164,TRD003147,2024-01-15T18:42:00.000Z,BAC,8509,317.33,CP18
EXT002165,TRD003150,2024-01-15T20:02:00.000Z,GOOGL,9377,123.41,CP18
EXT002166,TRD003151,2024-01-15T17:32:00.000Z,MSFT,1243,485.06,CP19
EXT002167,TRD003152,2024-01-15T16:24:00.000Z,AAPL,5055,491.94,CP1
EXT002168,TRD003153,2024-01-15T14:23:00.000Z,META,,298.94,CP8
EXT002169,TRD003154,2024-01-15T18:08:00.000Z,AMZN,7873,276.53,CP2
EXT002170,TRD003156,2024-01-15T20:30:00.000Z,NVDA,8934,285.32999999,CP1
EXT002171,TRD003157,2024-01-15T15:34:00.000Z,JPM,5875,263.04,CP9
EXT002172,TRD003158,2024-01-15T20:21:00.000Z,META,5767,79.48,CP4
EXT002173,TRD003159,2024-01-15T15:13:00.000Z,AMZN,4598,373.51,CP4
EXT002174,TRD003161,2024-01-15T16:23:00.000Z,NVDA,3992,390.92,CP1
EXT002175,TRD003163,2024-01-15T16:57:00.000Z,TSLA,9456,237.09,CP16
EXT002176,TRD003166,2024-01-15T19:11:00.000Z,NVDA,1608,96.71,CP12
EXT002177,TRD003167,2024-01-15T16:15:00.000Z,TSLA,8576,530.79,CP20
EXT002178,TRD003168,2024-01-15T15:14:00.000Z,META,2903,333.96,CP3
EXT002179,TRD003172,2024-01-15T15:23:00.000Z,AMZN,6348,480.27,CP16
EXT002180,TRD003174,2024-01-15T16:02:00.000Z,AAPL,3145,325.65,CP16
EXT002181,TRD003175,2024-01-15T19:06:00.000Z,AAPL,6175,513.30,CP12
EXT002182,TRD003177,2024-01-15T17:40:00.000Z,GOOGL,1176,502.60,CP20
EXT002183,TRD003178,2024-01-15T16:03:00.000Z,BAC,2731,282.00,CP8
EXT002184,TRD003179,2024-01-15T19:30:00.000Z,MSFT,4848,282.56,CP1
EXT002185,TRD003180,2024-01-15T19:41:00.000Z,INVALID_SYM,623,66.07,CP3
EXT002186,TRD003181,2024-01-15T17:38:00.000Z,JPM,6767,191.95,CP9
EXT002187,TRD003183,2024-01-15T18:39:00.000Z,BAC,,441.19,CP19
